hex_ident,altitude(meter),latitude,longitude,date,time,angle,distance(kilometer),squawk,ground_speed(kilometerph),track,callsign
C010E4,6206,49.06764,-122.12480,2017/06/28,06:20:28.505,102.59,76.23,2664,794,92,ACA100  
C08412,3236,49.12418,-123.25287,2017/06/28,06:20:32.764,-141.23,20.07,7004,514,164,CJT569  
C010E4,6297,49.06676,-122.08796,2017/06/28,06:20:40.739,102.2,78.81,2664,800,92,ACA100  
780A14,10661,48.88437,-123.87085,2017/06/28,06:20:42.650,-118.83,70.32,1166,983,105,
780A14,10661,48.88050,-123.84931,2017/06/28,06:20:48.603,-119.78,69.39,1166,983,105,
C010E4,6358,49.06620,-122.06396,2017/06/28,06:20:48.713,101.96,80.49,2664,800,92,ACA100  
C010EA,616,49.18179,-122.99708,2017/06/28,06:20:51.444,130.28,14.36,2170,331,280,ACA235  
A25925,4493,48.93315,-123.21716,2017/06/28,06:20:56.904,-165.11,39.49,7030,659,156,SKW4805 
C010E4,6419,49.06569,-122.03787,2017/06/28,06:20:57.123,101.71,82.32,2664,803,91,ACA100  
C010EA,563,49.18328,-123.01066,2017/06/28,06:21:02.421,133.17,13.63,2170,325,280,ACA235  
C010EA,555,49.18350,-123.01265,2017/06/28,06:21:04.114,133.63,13.53,2170,325,280,ACA235  
C010EA,555,49.18359,-123.01314,2017/06/28,06:21:04.551,133.73,13.5,2170,325,280,ACA235  
A25925,4584,48.92035,-123.20871,2017/06/28,06:21:05.207,-166.83,40.79,7030,666,156,SKW4805 
A25925,4599,48.91873,-123.20766,2017/06/28,06:21:06.298,-167.03,40.96,7030,666,156,SKW4805 
C010EA,548,49.18388,-123.01565,2017/06/28,06:21:06.627,134.32,13.37,2170,320,281,ACA235  
C010E4,6495,49.06499,-122.00252,2017/06/28,06:21:08.703,101.38,84.8,2664,807,91,ACA100  
A25925,4637,48.91337,-123.20408,2017/06/28,06:21:09.739,-167.73,41.51,7030,666,156,SKW4805 
C010EA,533,49.18449,-123.02093,2017/06/28,06:21:10.996,135.62,13.1,2170,320,281,ACA235  
780A14,10661,48.86533,-123.76489,2017/06/28,06:21:12.306,-123.9,65.99,1166,983,105,
A25925,4713,48.90257,-123.19695,2017/06/28,06:21:16.675,-169.06,42.62,7030,681,156,SKW4805 
A25925,4721,48.90184,-123.19646,2017/06/28,06:21:17.113,-169.15,42.7,7030,681,156,SKW4805 
C010EA,502,49.18551,-123.02946,2017/06/28,06:21:18.259,137.88,12.67,2170,316,281,ACA235  
A25925,4767,48.89616,-123.19273,2017/06/28,06:21:20.717,-169.82,43.29,7030,681,156,SKW4805 
A25925,4797,48.89062,-123.18906,2017/06/28,06:21:24.212,-170.46,43.87,7030,681,156,SKW4805 
A25925,4835,48.88269,-123.18384,2017/06/28,06:21:29.238,-171.35,44.71,7030,690,156,SKW4805 
C010EA,456,49.18714,-123.04341,2017/06/28,06:21:30.221,142.08,12.01,2170,316,281,ACA235  
A25925,4851,48.87982,-123.18195,2017/06/28,06:21:31.149,-171.66,45.01,7030,694,156,SKW4805 
A25925,4851,48.87717,-123.18019,2017/06/28,06:21:32.679,-171.95,45.29,7030,696,156,SKW4805 
A25925,4858,48.87653,-123.17977,2017/06/28,06:21:33.115,-172.02,45.36,7030,696,156,SKW4805 
C010E4,6640,49.06373,-121.92302,2017/06/28,06:21:34.317,100.69,90.4,2664,818,91,ACA100  
A25925,4858,48.87301,-123.17748,2017/06/28,06:21:35.300,-172.39,45.74,7030,698,156,SKW4805 
C010E4,6655,49.06361,-121.91838,2017/06/28,06:21:35.793,100.66,90.73,2664,818,91,ACA100  
C010E4,6678,49.06345,-121.90777,2017/06/28,06:21:39.232,100.57,91.47,2664,818,91,ACA100  
C08412,3746,49.11076,-123.08807,2017/06/28,06:21:39.233,169.64,19.26,7004,727,96,CJT569  
A25925,4866,48.86542,-123.17249,2017/06/28,06:21:39.944,-173.18,46.55,7030,700,156,SKW4805 
A25925,4866,48.86463,-123.17199,2017/06/28,06:21:40.543,-173.25,46.63,7030,700,156,SKW4805 
A25925,4866,48.86307,-123.17089,2017/06/28,06:21:41.526,-173.42,46.8,7030,700,156,SKW4805 
C010E4,6701,49.06329,-121.89972,2017/06/28,06:21:41.799,100.51,92.04,2664,824,91,ACA100  
C08412,3777,49.11008,-123.07920,2017/06/28,06:21:42.345,166.96,19.42,7004,727,96,CJT569  
C010EA,396,49.18877,-123.05764,2017/06/28,06:21:42.619,147.11,11.4,2170,305,281,ACA235  
780A14,10661,48.84517,-123.65344,2017/06/28,06:21:43.328,-130.43,62.23,1166,979,105,
780A14,10661,48.84386,-123.64628,2017/06/28,06:21:45.458,-130.9,62.02,1166,979,105,
A25925,4866,48.85578,-123.16613,2017/06/28,06:21:46.004,-174.14,47.58,7030,700,156,SKW4805 
C010E4,6732,49.06308,-121.88695,2017/06/28,06:21:46.059,100.42,92.94,2664,824,91,ACA100  
A25925,4866,48.85098,-123.16294,2017/06/28,06:21:49.009,-174.61,48.1,7030,700,156,SKW4805 
A25925,4866,48.84940,-123.16187,2017/06/28,06:21:50.046,-174.76,48.27,7030,700,156,SKW4805 
C010E4,6762,49.06284,-121.87366,2017/06/28,06:21:50.156,100.32,93.88,2664,825,91,ACA100  
780A14,10661,48.84079,-123.62908,2017/06/28,06:21:50.264,-132.04,61.53,1166,979,105,
A25925,4866,48.84842,-123.16125,2017/06/28,06:21:50.592,-174.85,48.37,7030,700,156,SKW4805 
A25925,4858,48.84650,-123.15998,2017/06/28,06:21:51.957,-175.04,48.58,7030,700,156,SKW4805 
C010E4,6777,49.06270,-121.86704,2017/06/28,06:21:52.122,100.27,94.35,2664,825,91,ACA100  
C010E4,6800,49.06252,-121.85824,2017/06/28,06:21:55.071,100.21,94.98,2664,825,91,ACA100  
C010EA,342,49.19041,-123.07188,2017/06/28,06:21:55.345,153,10.85,2170,298,280,ACA235  
C010E4,6823,49.06233,-121.84817,2017/06/28,06:21:58.130,100.14,95.69,2664,827,91,ACA100  
780A14,10661,48.83391,-123.59119,2017/06/28,06:22:00.805,-134.7,60.54,1166,981,105,
780A14,10661,48.83336,-123.58837,2017/06/28,06:22:01.625,-134.91,60.47,1166,981,105,
A25925,4858,48.83004,-123.14915,2017/06/28,06:22:02.117,-176.53,50.37,7030,696,156,SKW4805 
780A14,10661,48.83274,-123.58477,2017/06/28,06:22:02.608,-135.17,60.38,1166,981,105,
C07F05,4264,48.83015,-122.83201,2017/06/28,06:22:03.318,148.42,54.53,,,,
A25925,4858,48.82701,-123.14713,2017/06/28,06:22:04.137,-176.8,50.7,7030,696,156,SKW4805 
C07F05,4287,48.83116,-122.82975,2017/06/28,06:22:04.355,148.16,54.49,,,,
C07F05,4310,48.83221,-122.82750,2017/06/28,06:22:05.175,147.9,54.45,,,,
A25925,4858,48.82064,-123.14293,2017/06/28,06:22:08.014,-177.34,51.4,7030,694,156,SKW4805 
C07F05,4447,48.83752,-122.81581,2017/06/28,06:22:10.527,146.57,54.25,7045,720,55,
C07F05,4500,48.83940,-122.81183,2017/06/28,06:22:12.384,146.12,54.18,7045,720,55,
A25925,4866,48.80979,-123.13578,2017/06/28,06:22:14.897,-178.24,52.59,7030,694,156,SKW4805 
780A14,10661,48.82425,-123.53823,2017/06/28,06:22:15.661,-138.72,59.36,1166,983,105,
780A14,10661,48.82357,-123.53468,2017/06/28,06:22:16.644,-139.01,59.29,1166,983,105,
C07F05,4660,48.84540,-122.79853,2017/06/28,06:22:18.228,144.62,53.99,7045,720,55,
A25925,4866,48.80260,-123.13103,2017/06/28,06:22:19.430,-178.81,53.38,7030,690,156,SKW4805 
A25925,4866,48.80029,-123.12949,2017/06/28,06:22:20.905,-178.99,53.64,7030,690,156,SKW4805 
A25925,4866,48.79722,-123.12747,2017/06/28,06:22:22.763,-179.23,53.98,7030,688,156,SKW4805 
A25925,4866,48.79340,-123.12501,2017/06/28,06:22:25.273,-179.51,54.4,7030,687,156,SKW4805 
A25925,4866,48.78637,-123.12038,2017/06/28,06:22:29.698,179.96,55.18,7030,687,156,SKW4805 
A25925,4866,48.78168,-123.11730,2017/06/28,06:22:32.702,179.62,55.7,7030,687,156,SKW4805 
C07F05,5102,48.86076,-122.76492,2017/06/28,06:22:33.958,140.9,53.59,7045,688,55,
780A14,10661,48.81198,-123.47105,2017/06/28,06:22:34.504,-144.35,58.23,1166,981,105,
C010E4,7074,49.06015,-121.72729,2017/06/28,06:22:36.416,99.35,104.27,2664,827,91,ACA100  
A25925,4858,48.77385,-123.11214,2017/06/28,06:22:37.672,179.07,56.58,7030,687,156,SKW4805 
A25925,4866,48.77264,-123.11135,2017/06/28,06:22:38.546,178.98,56.71,7030,687,156,SKW4805 
C08412,4698,49.09497,-122.89278,2017/06/28,06:22:45.864,130.53,26.64,7004,800,97,CJT569  
780A14,10661,48.80374,-123.42605,2017/06/28,06:22:46.956,-148.43,57.71,1166,981,105,
C07F05,5414,48.87929,-122.72466,2017/06/28,06:22:52.582,136.58,53.32,7045,690,55,
780A14,10661,48.79852,-123.39750,2017/06/28,06:22:55.095,-151.15,57.49,1166,981,105,
C07F05,5452,48.88213,-122.71859,2017/06/28,06:22:55.585,135.95,53.3,7045,690,55,
C08412,4866,49.09135,-122.85426,2017/06/28,06:22:58.426,126.7,28.76,7004,814,98,CJT569  
A25925,4858,48.73695,-123.08793,2017/06/28,06:23:00.992,176.68,60.72,7030,688,156,SKW4805 
780A14,10661,48.79184,-123.36111,2017/06/28,06:23:05.198,-154.73,57.32,1166,979,105,
A25925,4858,48.72743,-123.08174,2017/06/28,06:23:07.000,176.13,61.8,7030,688,156,SKW4805 
C07F05,5650,48.89438,-122.69193,2017/06/28,06:23:07.711,133.22,53.28,7045,700,55,
A25925,4858,48.71813,-123.07564,2017/06/28,06:23:12.954,175.6,62.86,7030,687,156,SKW4805 
C07F05,5856,48.90738,-122.66362,2017/06/28,06:23:20.599,130.43,53.37,7045,713,55,
A25925,4866,48.70505,-123.06697,2017/06/28,06:23:21.310,174.87,64.34,7030,687,156,SKW4805 
A25925,4866,48.70207,-123.06504,2017/06/28,06:23:23.113,174.72,64.68,7030,688,156,SKW4805 
780A14,10661,48.77737,-123.28294,2017/06/28,06:23:27.209,-162.81,57.41,1166,979,105,
C07F05,6138,48.92491,-122.62510,2017/06/28,06:23:37.804,126.83,53.7,7045,718,55,
C07F05,6160,48.92615,-122.62242,2017/06/28,06:23:38.788,126.59,53.73,7045,718,55,
C07F05,6221,48.93003,-122.61385,2017/06/28,06:23:42.774,125.82,53.84,7045,722,55,
C08412,5498,49.07693,-122.70426,2017/06/28,06:23:45.996,117.14,37.94,7004,814,98,CJT569  
C07F05,6389,48.94061,-122.59087,2017/06/28,06:23:52.824,123.81,54.16,7045,724,55,WJA128  
C07F05,6404,48.94167,-122.58863,2017/06/28,06:23:53.916,123.62,54.19,7045,725,55,WJA128  
780A14,10661,48.75453,-123.16035,2017/06/28,06:24:01.890,-175.86,58.79,1166,974,105,
780A14,10661,48.75216,-123.14763,2017/06/28,06:24:05.385,-177.19,59.02,1166,974,105,
C07F05,6792,48.96755,-122.53211,2017/06/28,06:24:18.657,119.04,55.33,7045,725,55,WJA128  
C07F05,6808,48.96858,-122.52974,2017/06/28,06:24:19.640,118.87,55.39,7045,737,55,WJA128  
C07F05,6869,48.97284,-122.52059,2017/06/28,06:24:23.681,118.17,55.61,7045,740,55,WJA128  
C07F05,6922,48.97686,-122.51180,2017/06/28,06:24:27.396,117.52,55.84,7045,740,55,WJA128  
C08412,6000,49.06252,-122.55907,2017/06/28,06:24:30.235,112.12,47.6,7004,888,98,CJT569  
C08412,6107,49.05688,-122.50460,2017/06/28,06:24:46.457,110.81,51.34,7004,898,98,CJT569  
C08412,6122,49.05652,-122.50117,2017/06/28,06:24:47.440,110.73,51.58,7004,898,98,CJT569  
C08412,6130,49.05638,-122.49980,2017/06/28,06:24:47.823,110.7,51.67,7004,898,98,CJT569  
C08412,6138,49.05620,-122.49777,2017/06/28,06:24:48.422,110.66,51.81,7004,898,98,CJT569  
C07F05,7219,48.99930,-122.46284,2017/06/28,06:24:48.587,114.07,57.29,7045,750,55,WJA128  
C08412,6145,49.05602,-122.49636,2017/06/28,06:24:48.805,110.63,51.91,7004,898,98,CJT569  
C08412,6153,49.05602,-122.49516,2017/06/28,06:24:49.297,110.59,51.99,7004,898,98,CJT569  
C08412,6168,49.05568,-122.49178,2017/06/28,06:24:50.225,110.52,52.22,7004,898,98,CJT569  
C07F05,7265,49.00298,-122.45484,2017/06/28,06:24:51.918,113.54,57.55,7045,753,54,WJA128  
C07F05,7409,49.01445,-122.42981,2017/06/28,06:25:02.405,111.92,58.43,7045,757,55,WJA128  
C07F05,7432,49.01639,-122.42557,2017/06/28,06:25:04.207,111.66,58.58,7045,757,55,WJA128  
C08412,6465,49.04949,-122.43113,2017/06/28,06:25:08.139,109.32,56.44,7004,894,98,CJT569  
C08412,6495,49.04879,-122.42449,2017/06/28,06:25:10.215,109.2,56.9,7004,894,98,CJT569  
780A14,10661,48.70825,-122.91328,2017/06/28,06:25:11.634,160.81,65.64,1166,976,105,CPA830  
C08412,6534,49.04758,-122.41227,2017/06/28,06:25:13.827,108.98,57.76,7004,894,98,CJT569  
C08412,6549,49.04693,-122.40555,2017/06/28,06:25:15.841,108.86,58.22,7004,900,98,CJT569  
C07F05,7584,49.02969,-122.39636,2017/06/28,06:25:16.551,109.9,59.71,7045,764,55,WJA128  
C08412,6579,49.04572,-122.39270,2017/06/28,06:25:19.663,108.64,59.12,350,903,98,CJT569  
C08412,6587,49.04539,-122.38929,2017/06/28,06:25:20.647,108.58,59.36,350,909,99,CJT569  
C07F05,7683,49.03780,-122.37852,2017/06/28,06:25:23.869,108.88,60.44,7045,770,55,WJA128  
C07F05,7691,49.03822,-122.37758,2017/06/28,06:25:24.252,108.83,60.48,7045,770,55,WJA128  
C08412,6617,49.04384,-122.37488,2017/06/28,06:25:24.742,108.36,60.38,350,909,99,CJT569  
C07F05,7744,49.04306,-122.36688,2017/06/28,06:25:28.620,108.23,60.94,7045,775,55,WJA128  
C07F05,7767,49.04525,-122.36204,2017/06/28,06:25:30.587,107.97,61.15,7045,775,55,WJA128  
C08412,6655,49.04106,-122.34809,2017/06/28,06:25:32.553,107.96,62.27,350,909,99,CJT569  
C07F05,7843,49.05167,-122.34798,2017/06/28,06:25:36.485,107.21,61.77,7045,777,55,WJA128  
C07F05,7897,49.05628,-122.33768,2017/06/28,06:25:40.691,106.68,62.24,7045,777,55,WJA128  
C07F05,7912,49.05743,-122.33523,2017/06/28,06:25:41.728,106.55,62.35,7045,777,55,WJA128  
C07F05,7927,49.05898,-122.33182,2017/06/28,06:25:43.149,106.37,62.51,7045,777,55,WJA128  
C07F05,7935,49.05963,-122.33037,2017/06/28,06:25:43.695,106.3,62.57,7045,777,55,WJA128  
C08412,6823,49.03659,-122.30501,2017/06/28,06:25:45.060,107.36,65.31,7004,922,98,CJT302  
C08412,6846,49.03608,-122.29952,2017/06/28,06:25:46.589,107.28,65.7,7004,922,98,CJT302  
780A14,10661,48.68417,-122.78630,2017/06/28,06:25:47.518,151.69,70.88,1166,976,105,CPA830  
C08412,6869,49.03557,-122.29540,2017/06/28,06:25:47.845,107.23,66,7004,922,98,CJT302  
C08412,6907,49.03492,-122.28694,2017/06/28,06:25:50.248,107.11,66.59,7004,920,98,CJT302  
C08412,6922,49.03455,-122.28354,2017/06/28,06:25:51.232,107.07,66.83,7004,922,98,CJT302  
C08412,6960,49.03352,-122.27321,2017/06/28,06:25:54.126,106.94,67.56,7004,922,98,CJT302  
780A14,10661,48.67776,-122.75250,2017/06/28,06:25:57.294,149.6,72.43,1166,976,105,CPA830  
C07F05,8194,49.08476,-122.27516,2017/06/28,06:26:05.978,103.62,65.27,7045,787,55,WJA128  
C07F05,8239,49.08906,-122.26569,2017/06/28,06:26:09.967,103.19,65.76,7045,787,55,WJA128  
C07F05,8331,49.09865,-122.24473,2017/06/28,06:26:18.212,102.27,66.86,7045,798,55,WJA128  
780A14,10661,48.63963,-122.55376,2017/06/28,06:26:54.041,139.63,82.61,1166,976,105,CPA830  
C07F05,8765,49.13281,-122.12171,2017/06/28,06:27:01.359,98.81,74.45,7045,848,78,WJA128  
C07F05,8780,49.13301,-122.11578,2017/06/28,06:27:03.215,98.75,74.87,7045,859,86,WJA128  
C07F05,8803,49.13324,-122.10923,2017/06/28,06:27:05.182,98.68,75.33,7045,859,86,WJA128  
780A14,10661,48.63080,-122.50777,2017/06/28,06:27:07.148,137.8,85.18,1166,963,106,CPA830  
780A14,10661,48.62943,-122.50080,2017/06/28,06:27:09.169,137.54,85.58,1166,963,106,CPA830  
C07F08,1446,49.19083,-123.32928,2017/06/28,06:27:16.541,-114.57,18.26,1724,357,254,WJA195  
C07F08,1492,49.18579,-123.32963,2017/06/28,06:27:20.638,-115.71,18.6,1724,357,254,WJA195  
780A14,10661,48.62059,-122.45495,2017/06/28,06:27:22.331,135.88,88.22,1166,963,106,CPA830  
C07F08,1622,49.17421,-123.32900,2017/06/28,06:27:29.923,-118.4,19.34,2670,496,177,WJA195  
C07F08,1766,49.16478,-123.32836,2017/06/28,06:27:37.733,-120.52,19.98,2670,496,177,WJA195  
C08412,8178,49.02132,-121.88542,2017/06/28,06:27:43.631,102.33,94.41,7004,922,98,CJT302  
780A14,10661,48.60287,-122.36326,2017/06/28,06:27:48.874,132.94,93.66,1166,961,106,CPA830  
C07F08,2223,49.12527,-123.31731,2017/06/28,06:28:09.574,-129.73,22.59,2670,525,157,WJA195  
C050B9,3503,49.07620,-123.58049,2017/06/28,06:28:12.032,-114.98,40.54,2655,570,89,ROU1833 
C050B9,3472,49.07629,-123.56387,2017/06/28,06:28:19.734,-115.79,39.55,2655,570,89,ROU1833 
C050B9,3465,49.07629,-123.56168,2017/06/28,06:28:20.770,-115.9,39.42,2655,570,89,ROU1833 
C050B9,3465,49.07629,-123.55865,2017/06/28,06:28:22.136,-116.06,39.24,2655,570,89,ROU1833 
C050B9,3449,49.07634,-123.55020,2017/06/28,06:28:25.959,-116.49,38.74,2655,568,89,ROU1833 
C050B9,3442,49.07635,-123.54805,2017/06/28,06:28:26.887,-116.61,38.61,2655,568,89,ROU1833 
C050B9,3434,49.07635,-123.54480,2017/06/28,06:28:28.417,-116.78,38.42,2655,568,89,ROU1833 
C050B9,3434,49.07634,-123.54372,2017/06/28,06:28:28.963,-116.84,38.36,2655,568,89,ROU1833 
C050B9,3426,49.07639,-123.54091,2017/06/28,06:28:30.274,-116.99,38.19,2655,568,89,ROU1833 
C08412,8818,49.03370,-121.71276,2017/06/28,06:28:32.240,100.34,106.05,7004,922,98,CJT302  
C08412,8826,49.03386,-121.71070,2017/06/28,06:28:32.787,100.32,106.19,7004,922,98,CJT302  
C050B9,3373,49.07644,-123.50924,2017/06/28,06:28:44.966,-118.85,36.37,2655,566,89,ROU1833 
C050B9,3312,49.07652,-123.47647,2017/06/28,06:29:00.313,-121.02,34.55,2655,561,90,ROU1833 
C050B9,3274,49.07653,-123.45778,2017/06/28,06:29:08.996,-122.4,33.55,2655,561,90,ROU1833 
C050B9,3259,49.07658,-123.44672,2017/06/28,06:29:14.350,-123.27,32.96,2655,553,89,ROU1833 
C050B9,3251,49.07657,-123.44457,2017/06/28,06:29:15.333,-123.44,32.85,2655,553,89,ROU1833 
C050B9,3251,49.07658,-123.44267,2017/06/28,06:29:16.260,-123.6,32.75,2655,551,89,ROU1833 
C050B9,3251,49.07658,-123.44188,2017/06/28,06:29:16.698,-123.66,32.71,2655,551,89,ROU1833 
C050B9,3236,49.07663,-123.43494,2017/06/28,06:29:19.919,-124.24,32.35,2655,551,89,ROU1833 
C050B9,3206,49.07667,-123.41730,2017/06/28,06:29:28.277,-125.79,31.45,2655,553,89,ROU1833 
C050B9,3198,49.07666,-123.41520,2017/06/28,06:29:29.370,-125.98,31.35,2655,553,89,ROU1833 
C050B9,3190,49.07672,-123.40740,2017/06/28,06:29:33.028,-126.71,30.96,2655,553,89,ROU1833 
C07F08,4142,49.08943,-123.07102,2017/06/28,06:30:11.369,166.09,21.79,2670,642,86,WJA195  
C07F08,4173,49.08957,-123.06758,2017/06/28,06:30:12.897,165.16,21.81,2670,642,86,WJA195  
C050B9,2764,49.07703,-123.26956,2017/06/28,06:30:40.042,-145.11,25.29,2655,544,89,ROU1833 
C050B9,2749,49.07704,-123.26602,2017/06/28,06:30:41.735,-145.76,25.18,2655,544,89,ROU1833 
C07F08,5224,49.09492,-122.90340,2017/06/28,06:31:17.017,131.89,26.17,2670,690,87,WJA195  
C07F08,5292,49.09515,-122.89263,2017/06/28,06:31:21.059,130.48,26.63,2670,690,87,WJA195  
C050B9,2475,49.07728,-123.18261,2017/06/28,06:31:22.260,-163.81,23.27,2655,544,89,ROU1833 
C07F08,5437,49.09576,-122.86661,2017/06/28,06:31:30.562,127.37,27.8,2670,714,87,WJA195  
C07F08,5498,49.09602,-122.85623,2017/06/28,06:31:34.440,126.23,28.28,2670,718,88,WJA195  
C050B9,2383,49.07739,-123.15625,2017/06/28,06:31:35.150,-170.53,22.97,2655,537,89,ROU1833 
C050B9,2376,49.07739,-123.15526,2017/06/28,06:31:35.642,-170.79,22.96,2655,537,89,ROU1833 
C050B9,2200,49.07712,-123.11476,2017/06/28,06:31:55.413,178.4,22.86,2655,537,91,ROU1833 
C050B9,2178,49.07698,-123.10948,2017/06/28,06:31:57.979,176.99,22.88,2655,537,91,ROU1833 
C050B9,2155,49.07691,-123.10564,2017/06/28,06:31:59.891,175.96,22.9,2655,537,91,ROU1833 
A8DFF1,3228,48.79189,-122.66623,2017/06/28,06:32:00.219,138.25,63.84,5660,466,308,
A8DFF1,3221,48.79298,-122.66835,2017/06/28,06:32:01.802,138.32,63.65,5660,466,308,
C050B9,2124,49.07672,-123.09870,2017/06/28,06:32:03.332,174.12,22.95,2655,535,92,ROU1833 
A8DFF1,3198,48.79619,-122.67468,2017/06/28,06:32:06.335,138.53,63.11,5660,461,308,
A8DFF1,3190,48.79688,-122.67609,2017/06/28,06:32:07.373,138.58,62.99,5660,461,308,
A8DFF1,3190,48.79755,-122.67739,2017/06/28,06:32:08.302,138.63,62.88,5660,461,308,
A8DFF1,3183,48.79829,-122.67883,2017/06/28,06:32:09.285,138.68,62.75,5660,459,308,
C050B9,2056,49.07639,-123.08638,2017/06/28,06:32:09.395,170.89,23.07,2655,533,92,ROU1830 
A8DFF1,3175,48.79898,-122.68017,2017/06/28,06:32:10.323,138.72,62.63,5660,459,308,
C07F08,6153,49.09804,-122.75468,2017/06/28,06:32:11.251,117.63,33.6,2670,733,88,WJA195  
C07F08,6191,49.09818,-122.74743,2017/06/28,06:32:13.764,117.15,34,2670,733,88,WJA195  
C050B9,1957,49.07588,-123.06574,2017/06/28,06:32:19.716,165.64,23.34,2655,527,92,ROU1830 
C07F08,6305,49.09860,-122.72712,2017/06/28,06:32:21.082,115.89,35.17,2670,740,88,WJA195  
C050B9,1941,49.07579,-123.06293,2017/06/28,06:32:21.137,164.94,23.38,2655,527,92,ROU1830 
A8DFF1,3099,48.80672,-122.69524,2017/06/28,06:32:21.301,139.25,61.33,5660,459,308,
C07F08,6328,49.09869,-122.72263,2017/06/28,06:32:22.611,115.62,35.43,2670,742,88,WJA195  
C050B9,1888,49.07556,-123.05237,2017/06/28,06:32:26.380,162.37,23.56,2655,524,92,ROU1830 
C050B9,1888,49.07556,-123.05157,2017/06/28,06:32:26.871,162.18,23.57,2655,524,92,ROU1830 
C07F08,6427,49.09900,-122.70623,2017/06/28,06:32:28.346,114.69,36.39,2670,746,88,WJA195  
C050B9,1873,49.07546,-123.04839,2017/06/28,06:32:28.455,161.42,23.63,2655,522,92,ROU1830 
C050B9,1782,49.07515,-123.03159,2017/06/28,06:32:36.921,157.53,23.96,2655,522,92,ROU1830 
C050B9,1774,49.07515,-123.02941,2017/06/28,06:32:37.959,157.04,24.01,2655,522,92,ROU1830 
C050B9,1766,49.07514,-123.02859,2017/06/28,06:32:38.450,156.85,24.02,2655,522,92,ROU1830 
C050B9,1766,49.07510,-123.02765,2017/06/28,06:32:38.887,156.65,24.05,2655,522,92,ROU1830 
C050B9,1751,49.07506,-123.02504,2017/06/28,06:32:40.144,156.07,24.11,2655,518,91,ROU1830 
A8DFF1,2970,48.82008,-122.72119,2017/06/28,06:32:40.416,140.23,59.1,5660,459,308,
C050B9,1728,49.07500,-123.02136,2017/06/28,06:32:42.109,155.26,24.19,2655,518,91,ROU1830 
A8DFF1,2939,48.82297,-122.72679,2017/06/28,06:32:44.513,140.45,58.62,5660,453,308,
C050B9,1652,49.07460,-123.00490,2017/06/28,06:32:50.520,151.81,24.62,2655,514,92,ROU1830 
C07F08,6808,49.10023,-122.63561,2017/06/28,06:32:53.033,111.31,40.67,2670,753,88,WJA195  
C050B9,1599,49.07428,-122.99053,2017/06/28,06:32:58.057,148.97,25.03,2655,509,92,ROU1830 
C050B9,1561,49.07401,-122.97793,2017/06/28,06:33:04.721,146.61,25.41,2655,488,91,ROU1830 
C07F08,7051,49.10110,-122.58841,2017/06/28,06:33:09.253,109.48,43.63,2670,768,88,WJA560  
C050B9,1530,49.07379,-122.96838,2017/06/28,06:33:09.854,144.92,25.73,2655,481,91,ROU1830 
C07F08,7143,49.10148,-122.57020,2017/06/28,06:33:15.371,108.85,44.79,2670,768,88,WJA560  
C07F08,7158,49.10156,-122.56608,2017/06/28,06:33:16.790,108.71,45.05,2670,768,88,WJA560  
C050B9,1477,49.07341,-122.95060,2017/06/28,06:33:19.903,141.94,26.35,2655,472,91,ROU1830 
C07F08,7211,49.10175,-122.55545,2017/06/28,06:33:20.341,108.36,45.73,2670,768,88,WJA560  
C07F08,7257,49.10193,-122.54721,2017/06/28,06:33:23.289,108.1,46.26,2670,768,88,WJA560  
C07F08,7272,49.10197,-122.54362,2017/06/28,06:33:24.383,107.99,46.49,2670,779,88,WJA560  
C050B9,1439,49.07318,-122.93904,2017/06/28,06:33:26.568,140.13,26.77,2655,450,91,ROU1830 
C07F08,7310,49.10211,-122.53650,2017/06/28,06:33:26.894,107.77,46.96,2670,779,88,WJA560  
C050B9,1431,49.07313,-122.93651,2017/06/28,06:33:28.096,139.75,26.87,2655,450,91,ROU1830 
C050B9,1424,49.07309,-122.93391,2017/06/28,06:33:29.626,139.35,26.97,2655,446,91,ROU1830 
C050B9,1416,49.07304,-122.93138,2017/06/28,06:33:31.154,138.98,27.07,2655,444,91,ROU1830 
C050B9,1386,49.07286,-122.92321,2017/06/28,06:33:36.016,137.8,27.39,2655,444,91,ROU1830 
C050B9,1355,49.07276,-122.91677,2017/06/28,06:33:39.947,136.9,27.65,2655,433,91,ROU1830 
C050B9,1347,49.07272,-122.91581,2017/06/28,06:33:40.494,136.77,27.69,2655,433,91,ROU1830 
C050B9,1340,49.07268,-122.91335,2017/06/28,06:33:41.968,136.43,27.79,2655,431,91,ROU1830 
C07F08,7524,49.10298,-122.49115,2017/06/28,06:33:42.078,106.48,49.91,2670,787,88,WJA560  
C050B9,1332,49.07268,-122.91250,2017/06/28,06:33:42.515,136.32,27.82,2655,431,91,ROU1830 
C050B9,1256,49.07230,-122.89314,2017/06/28,06:33:54.421,133.82,28.65,2655,427,91,ROU1830 
C07F08,7706,49.10358,-122.44949,2017/06/28,06:33:55.841,105.46,52.68,2670,792,88,WJA560  
C050B9,1218,49.07213,-122.88370,2017/06/28,06:34:00.211,132.68,29.06,2655,427,91,ROU1830 
A8DFF1,2459,48.88306,-122.84392,2017/06/28,06:34:12.281,146.28,48.79,5660,435,308,
A8DFF1,2459,48.88339,-122.84454,2017/06/28,06:34:12.772,146.32,48.74,5660,435,308,
C07F08,8019,49.10463,-122.37917,2017/06/28,06:34:18.889,103.97,57.4,2670,807,88,WJA560  
