hex_ident,altitude(meter),latitude,longitude,date,time,angle,distance(kilometer),squawk,ground_speed(kilometerph),track,callsign
A29551,10357,48.86807,-123.92043,2017/06/28,00:00:03.904,-118.26,74.28,3514,798,329,ASA103  
A29551,10357,48.86993,-123.92217,2017/06/28,00:00:04.996,-118.1,74.25,3514,798,329,ASA103  
C010EC,4142,49.07671,-122.65165,2017/06/28,00:00:05.979,114.49,41.07,2643,724,78,ACA128  
A29551,10357,48.87692,-123.92860,2017/06/28,00:00:09.095,-117.5,74.14,3514,798,329,ASA103  
C03BFB,2779,49.18176,-123.41076,2017/06/28,00:00:10.079,-109.85,23.86,,311,282,
C010EC,4180,49.07844,-122.63865,2017/06/28,00:00:10.895,113.73,41.75,2643,727,78,ACA128  
A29551,10357,48.88106,-123.93254,2017/06/28,00:00:11.499,-117.15,74.09,3514,798,329,ASA103  
C010EC,4211,49.07977,-122.62855,2017/06/28,00:00:14.610,113.16,42.29,2643,727,78,ACA128  
A29551,10357,48.88687,-123.93789,2017/06/28,00:00:14.940,-116.66,74.01,3514,798,329,ASA103  
C010EC,4226,49.08044,-122.62347,2017/06/28,00:00:16.467,112.87,42.56,2643,727,78,ACA128  
C010EC,4241,49.08119,-122.61790,2017/06/28,00:00:18.435,112.57,42.86,2643,731,78,ACA128  
C010EC,4317,49.08403,-122.59607,2017/06/28,00:00:26.516,111.44,44.06,2643,733,78,ACA128  
A29551,10357,48.91196,-123.96135,2017/06/28,00:00:29.737,-114.56,73.79,3514,798,329,ASA103  
A29551,10357,48.91452,-123.96374,2017/06/28,00:00:31.212,-114.35,73.77,3514,798,329,ASA103  
A29551,10357,48.91960,-123.96853,2017/06/28,00:00:34.218,-113.93,73.75,3514,798,329,ASA103  
C03BFB,3099,49.15213,-123.41564,2017/06/28,00:00:34.653,-114.67,25.87,,513,187,WJA564  
C010EC,4401,49.08705,-122.57295,2017/06/28,00:00:34.874,110.32,45.36,2643,735,78,ACA128  
C03BFB,3107,49.15162,-123.41571,2017/06/28,00:00:35.090,-114.75,25.91,,513,187,WJA564  
A29551,10357,48.92119,-123.97002,2017/06/28,00:00:35.145,-113.8,73.74,3514,798,329,ASA103  
A29551,10357,48.92459,-123.97320,2017/06/28,00:00:37.168,-113.53,73.73,3514,798,329,ASA103  
C010EC,4447,49.08873,-122.56037,2017/06/28,00:00:39.461,109.74,46.08,2643,735,78,ACA128  
A29551,10357,48.93146,-123.97966,2017/06/28,00:00:41.262,-112.97,73.71,3514,798,329,ASA103  
C010EC,4462,49.08939,-122.55503,2017/06/28,00:00:41.433,109.51,46.38,2643,735,78,ACA128  
C010EC,4508,49.09122,-122.54129,2017/06/28,00:00:46.396,108.91,47.18,2643,737,78,ACA128  
C03BFB,3175,49.13585,-123.41844,2017/06/28,00:00:46.887,-117.11,27.09,,513,187,WJA564  
C03BFB,3190,49.12907,-123.41907,2017/06/28,00:00:51.693,-118.12,27.59,,513,187,WJA564  
A29551,10357,48.97000,-124.01571,2017/06/28,00:01:03.927,-109.9,73.82,3514,798,329,ASA103  
A29551,10357,48.97519,-124.02061,2017/06/28,00:01:06.987,-109.49,73.86,3514,798,329,ASA103  
C010EC,4713,49.09934,-122.47840,2017/06/28,00:01:09.121,106.48,50.93,2643,742,78,ACA128  
A29551,10357,48.97975,-124.02488,2017/06/28,00:01:09.662,-109.14,73.9,3514,798,329,ASA103  
A29551,10357,48.98347,-124.02834,2017/06/28,00:01:11.847,-108.85,73.94,3514,798,329,ASA103  
C010EC,4812,49.10200,-122.45744,2017/06/28,00:01:16.653,105.76,52.21,2643,742,78,ACA128  
A29551,10357,48.99320,-124.03738,2017/06/28,00:01:17.582,-108.11,74.04,3514,798,329,ASA103  
C010EC,4889,49.10486,-122.43509,2017/06/28,00:01:24.846,105.04,53.59,2643,742,78,ACA128  
A29551,10357,49.00658,-124.04973,2017/06/28,00:01:25.446,-107.11,74.21,3514,798,329,ASA103  
C010EC,4957,49.10912,-122.40222,2017/06/28,00:01:36.643,104.05,55.65,2643,738,78,ACA128  
C010EC,4972,49.11104,-122.38727,2017/06/28,00:01:42.050,103.63,56.6,2643,738,78,ACA128  
C010EC,4988,49.11223,-122.37819,2017/06/28,00:01:45.217,103.37,57.18,2643,738,78,ACA128  
C010EC,5003,49.11301,-122.37192,2017/06/28,00:01:47.352,103.21,57.58,2643,738,78,ACA128  
C010EC,5033,49.11511,-122.35551,2017/06/28,00:01:53.246,102.78,58.63,2643,738,78,ACA128  
C03BFB,4188,49.06169,-123.28442,2017/06/28,00:02:07.397,-144.49,27.3,7037,650,145,WJA564  
C010EC,5170,49.12197,-122.30205,2017/06/28,00:02:11.924,101.48,62.1,2643,738,78,ACA128  
C010EC,5269,49.12676,-122.26417,2017/06/28,00:02:25.041,100.67,64.59,2643,772,79,ACA128  
C010EC,5277,49.12711,-122.26142,2017/06/28,00:02:26.016,100.61,64.77,2643,772,79,ACA128  
C010EC,5285,49.12751,-122.25810,2017/06/28,00:02:27.111,100.54,64.99,2643,772,79,ACA128  
C010EC,5384,49.13342,-122.21128,2017/06/28,00:02:43.164,99.63,68.11,2643,775,79,ACA128  
C010EC,5414,49.13521,-122.19712,2017/06/28,00:02:47.971,99.37,69.06,2643,783,79,ACA128  
C03BFB,5254,49.03859,-123.08923,2017/06/28,00:03:21.014,172.92,27.23,7037,722,100,WJA564  
C03BFB,5384,49.03561,-123.06292,2017/06/28,00:03:30.630,167.3,27.79,7037,729,100,WJA564  
C03BFB,5787,49.03766,-122.97617,2017/06/28,00:04:01.712,150.39,29.2,7037,738,86,WJA564  
C03BFB,6122,49.04036,-122.90546,2017/06/28,00:04:26.553,139.45,31.16,7037,755,86,WJA564  
C0196C,3975,48.84875,-122.88548,2017/06/28,00:04:30.868,152.42,51.2,,,,ROU1682 
C0196C,4081,48.86147,-122.87391,2017/06/28,00:04:40.974,150.55,50.16,,557,30,ROU1682 
C0196C,4127,48.86756,-122.86835,2017/06/28,00:04:45.894,149.64,49.68,,557,30,ROU1682 
C0196C,4196,48.87405,-122.86229,2017/06/28,00:04:51.951,148.64,49.18,2612,557,30,ROU1682 
C0196C,4257,48.88315,-122.85230,2017/06/28,00:04:59.706,147.08,48.53,2612,564,35,ROU1682 
C02966,1698,49.18080,-123.39506,2017/06/28,00:05:01.127,-111.08,22.91,7032,496,223,
C0196C,4264,48.88544,-122.84876,2017/06/28,00:05:01.781,146.59,48.4,2612,564,35,ROU1682 
C02966,1797,49.17114,-123.39640,2017/06/28,00:05:08.662,-112.78,23.55,7032,496,223,
C0196C,4333,48.89447,-122.83062,2017/06/28,00:05:11.666,144.24,48.05,2612,588,56,ROU1682 
C03BFB,6716,49.04562,-122.76848,2017/06/28,00:05:13.632,124.93,36.75,7037,763,86,WJA564  
C02966,1926,49.15786,-123.39800,2017/06/28,00:05:18.931,-115.04,24.45,7032,496,223,
C0196C,4432,48.90094,-122.80330,2017/06/28,00:05:24.830,141.3,48.33,2612,588,56,ROU1682 
C03BFB,6876,49.04713,-122.72827,2017/06/28,00:05:27.235,121.92,38.73,7037,777,86,WJA564  
C03BFB,6884,49.04725,-122.72531,2017/06/28,00:05:28.270,121.71,38.88,7037,777,86,WJA564  
C03BFB,6899,49.04736,-122.72236,2017/06/28,00:05:29.307,121.51,39.03,7037,777,86,WJA564  
C02966,2071,49.13961,-123.40017,2017/06/28,00:05:32.748,-117.98,25.79,7032,533,185,SWG804  
C0196C,4470,48.90189,-122.78222,2017/06/28,00:05:33.515,139.42,48.99,2612,588,56,ROU1682 
C02966,2101,49.13635,-123.40053,2017/06/28,00:05:35.154,-118.49,26.03,7032,533,185,SWG804  
C02966,2109,49.13585,-123.40062,2017/06/28,00:05:35.590,-118.57,26.07,7032,533,185,SWG804  
C03BFB,7051,49.04883,-122.68306,2017/06/28,00:05:42.526,119,41.09,7037,777,86,WJA564  
C02966,2193,49.12518,-123.40147,2017/06/28,00:05:43.403,-120.21,26.88,7032,548,183,SWG804  
C03BFB,7067,49.04893,-122.68006,2017/06/28,00:05:43.458,118.83,41.25,7037,777,86,WJA564  
C0196C,4515,48.90015,-122.75754,2017/06/28,00:05:44.219,137.55,50.08,2612,629,91,ROU1682 
C03BFB,7082,49.04915,-122.67468,2017/06/28,00:05:45.256,118.51,41.54,7037,777,86,WJA564  
C02966,2216,49.12229,-123.40133,2017/06/28,00:05:45.473,-120.68,27.08,7032,550,179,SWG804  
C03BFB,7097,49.04925,-122.67168,2017/06/28,00:05:46.353,118.34,41.7,7037,788,86,WJA564  
C0196C,4531,48.89926,-122.74873,2017/06/28,00:05:47.877,136.93,50.5,2612,644,97,ROU1682 
C02966,2269,49.11694,-123.40048,2017/06/28,00:05:49.406,-121.59,27.43,7032,550,179,SWG804  
C03BFB,7143,49.04967,-122.65968,2017/06/28,00:05:50.389,117.67,42.36,7037,788,86,WJA564  
C0196C,4546,48.89847,-122.74027,2017/06/28,00:05:51.047,136.34,50.91,2612,644,97,ROU1682 
C0196C,4554,48.89772,-122.73292,2017/06/28,00:05:53.993,135.85,51.27,2612,644,97,ROU1682 
C02966,2345,49.10902,-123.39759,2017/06/28,00:05:55.252,-123.06,27.88,7032,551,168,SWG804  
C0196C,4584,48.89605,-122.71678,2017/06/28,00:06:00.711,134.8,52.08,2612,659,98,ROU1682 
C02966,2452,49.09758,-123.38928,2017/06/28,00:06:04.480,-125.58,28.36,7032,550,154,SWG804  
C02966,2452,49.09708,-123.38886,2017/06/28,00:06:04.917,-125.69,28.38,7032,550,154,SWG804  
C03BFB,7341,49.05158,-122.60916,2017/06/28,00:06:07.156,115.11,45.2,7037,792,86,WJA564  
C02966,2482,49.09394,-123.38557,2017/06/28,00:06:07.702,-126.49,28.47,7032,550,154,SWG804  
C03BFB,7493,49.05326,-122.56810,2017/06/28,00:06:20.702,113.3,47.58,7037,794,86,WJA564  
C0196C,4675,48.89003,-122.65862,2017/06/28,00:06:22.886,131.4,55.12,2612,677,98,ROU1682 
C03BFB,7546,49.05386,-122.55291,2017/06/28,00:06:25.671,112.68,48.49,7037,798,86,WJA564  
C02966,2642,49.07620,-123.34851,2017/06/28,00:06:29.768,-133.26,28.3,7032,553,113,SWG804  
C02966,2650,49.07579,-123.34647,2017/06/28,00:06:30.805,-133.57,28.25,7032,553,113,SWG804  
C0196C,4721,48.88725,-122.63106,2017/06/28,00:06:33.809,129.96,56.61,2612,677,98,ROU1682 
C03BFB,7623,49.05503,-122.52799,2017/06/28,00:06:33.864,111.72,49.97,7037,801,84,WJA564  
C03BFB,7630,49.05517,-122.52553,2017/06/28,00:06:34.737,111.62,50.12,7037,801,84,WJA564  
C0196C,4729,48.88674,-122.62621,2017/06/28,00:06:35.611,129.72,56.87,2612,677,98,ROU1682 
C03BFB,7653,49.05569,-122.51890,2017/06/28,00:06:36.867,111.36,50.5,7037,801,84,WJA564  
C0196C,4744,48.88564,-122.60939,2017/06/28,00:06:41.510,128.85,57.75,2612,677,98,ROU1682 
C0196C,4744,48.88559,-122.60820,2017/06/28,00:06:41.947,128.79,57.81,2612,677,98,ROU1682 
C0196C,4752,48.88554,-122.60707,2017/06/28,00:06:42.383,128.73,57.87,2612,677,98,ROU1682 
C0196C,4752,48.88550,-122.60587,2017/06/28,00:06:42.767,128.67,57.93,2612,724,94,ROU1682 
C058AA,1515,49.18560,-123.35131,2017/06/27,08:19:32.430,-113.61,19.92,,,,
C03C04,3754,48.96039,-123.23032,2017/06/27,08:19:33.795,-161.86,36.71,,563,205,
C03C04,3739,48.95911,-123.23125,2017/06/27,08:19:34.834,-161.78,36.86,,566,205,
C080A3,2322,49.28299,-122.55119,2017/06/27,08:19:34.834,89.94,41.3,,,,
C03C04,3731,48.95778,-123.23212,2017/06/27,08:19:35.707,-161.72,37.02,,566,205,
C03C04,3663,48.95027,-123.23723,2017/06/27,08:19:41.606,-161.34,37.92,,568,204,
C03C04,3602,48.94249,-123.24245,2017/06/27,08:19:47.505,-160.97,38.85,,568,204,
C0809D,3053,49.06936,-123.29161,2017/06/27,08:19:48.214,-142.34,26.77,,570,123,
C03C04,3579,48.93938,-123.24449,2017/06/27,08:19:50.016,-160.84,39.22,,568,204,
C0809D,3084,49.06847,-123.28702,2017/06/27,08:19:50.235,-143.21,26.71,,570,123,
C058AA,1827,49.17307,-123.38316,2017/06/27,08:19:53.403,-113.44,22.62,,451,262,
C03C04,3533,48.93420,-123.24794,2017/06/27,08:19:54.058,-160.62,39.84,1360,566,204,
C0809D,3152,49.06718,-123.27896,2017/06/27,08:19:54.168,-144.72,26.58,,570,123,
C058AA,1911,49.16895,-123.38766,2017/06/27,08:19:57.609,-113.85,23.14,,451,262,
C03C04,3487,48.92802,-123.25216,2017/06/27,08:19:58.865,-160.35,40.58,1360,566,204,
C03C04,3465,48.92463,-123.25446,2017/06/27,08:20:01.268,-160.2,40.98,1360,566,204,
C03C04,3465,48.92412,-123.25475,2017/06/27,08:20:01.759,-160.19,41.04,1360,566,204,
C058AA,1987,49.16446,-123.39139,2017/06/27,08:20:01.760,-114.39,23.64,,451,262,
C058AA,2086,49.15759,-123.39499,2017/06/27,08:20:07.549,-115.33,24.29,2602,494,200,
C058AA,2109,49.15576,-123.39562,2017/06/27,08:20:09.078,-115.6,24.45,2602,500,196,
C058AA,2162,49.15158,-123.39649,2017/06/27,08:20:12.464,-116.26,24.77,2602,501,193,
C058AA,2231,49.14622,-123.39678,2017/06/27,08:20:16.614,-117.16,25.14,2602,511,182,
ADAB31,342,49.19138,-123.21731,2017/06/27,08:20:18.145,-134.46,12.34,,,,
C058AA,2277,49.14310,-123.39656,2017/06/27,08:20:18.964,-117.71,25.34,2602,511,182,
C03C04,3282,48.89903,-123.27238,2017/06/27,08:20:21.421,-159.15,44.06,1360,563,206,
C058AA,2376,49.13533,-123.39439,2017/06/27,08:20:25.026,-119.2,25.76,2602,511,182,
C058AA,2414,49.13277,-123.39316,2017/06/27,08:20:26.992,-119.73,25.87,2602,525,164,
C058AA,2596,49.11997,-123.38507,2017/06/27,08:20:37.314,-122.57,26.38,2602,531,159,
C058AA,2627,49.11777,-123.38358,2017/06/27,08:20:39.117,-123.07,26.47,2602,531,159,
ADAB31,555,49.19193,-123.24428,2017/06/27,08:20:39.608,-127.33,13.5,,340,266,
C0809D,3853,49.05614,-123.17271,2017/06/27,08:20:40.427,-167.53,25.47,23,575,101,
C058AA,2650,49.11598,-123.38238,2017/06/27,08:20:40.483,-123.48,26.55,2602,542,156,
C058AA,2688,49.11301,-123.38041,2017/06/27,08:20:42.939,-124.14,26.68,2602,542,156,
ADAB31,693,49.19082,-123.26552,2017/06/27,08:20:55.011,-123.37,14.65,7002,366,266,AAL2189 
C058AA,2893,49.09721,-123.37006,2017/06/27,08:20:55.447,-127.67,27.45,2602,550,156,
C058AA,2954,49.09291,-123.36668,2017/06/27,08:20:58.888,-128.69,27.65,2602,550,156,
C058AA,2977,49.09158,-123.36548,2017/06/27,08:20:59.981,-129.02,27.71,2602,550,156,
C058AA,3038,49.08719,-123.36083,2017/06/27,08:21:03.858,-130.2,27.87,2602,557,144,
C058AA,3069,49.08504,-123.35808,2017/06/27,08:21:05.770,-130.84,27.94,2602,557,144,
C0809D,4348,49.05698,-123.10679,2017/06/27,08:21:07.299,176.6,25.11,23,650,87,
C080A3,1667,49.21069,-122.67503,2017/06/27,08:21:08.992,99.5,33.32,3335,457,230,WJA135  
C058AA,3129,49.08101,-123.35203,2017/06/27,08:21:09.811,-132.14,28.02,2602,557,144,
C0809D,4432,49.05745,-123.09682,2017/06/27,08:21:11.231,174.17,25.1,23,650,87,WJA544  
C058AA,3160,49.07918,-123.34872,2017/06/27,08:21:11.831,-132.81,28.04,2602,557,144,
C0809D,4477,49.05768,-123.09183,2017/06/27,08:21:13.307,172.95,25.1,23,650,87,WJA544  
ADAB31,997,49.18826,-123.31041,2017/06/27,08:21:24.939,-117.33,17.31,7002,416,266,AAL2189 
ADAB31,1012,49.18808,-123.31379,2017/06/27,08:21:26.906,-116.96,17.52,7002,429,265,AAL2189 
ADAB31,1028,49.18767,-123.31815,2017/06/27,08:21:29.582,-116.55,17.8,7002,429,265,AAL2189 
C080A3,1538,49.19737,-122.70693,2017/06/27,08:21:30.620,102.07,31.5,3335,461,235,WJA135  
ADAB31,1050,49.18698,-123.32329,2017/06/27,08:21:32.749,-116.12,18.15,7002,446,259,AAL2189 
ADAB31,1089,49.18584,-123.32854,2017/06/27,08:21:35.862,-115.81,18.53,7002,448,257,AAL2189 
C058AA,3411,49.06508,-123.29062,2017/06/27,08:21:39.249,-143.05,27.16,2602,627,99,
C05EF7,403,49.19152,-123.22699,2017/06/27,08:21:40.669,-131.69,12.74,2613,,,
C07FAF,2307,49.28956,-122.54020,2017/06/27,08:21:43.126,89.27,42.1,,488,228,
C058AA,3465,49.06331,-123.27448,2017/06/27,08:21:45.912,-145.97,26.83,2602,638,99,
C058AA,3480,49.06293,-123.27083,2017/06/27,08:21:47.386,-146.65,26.76,2602,638,99,
C058AA,3495,49.06247,-123.26689,2017/06/27,08:21:49.026,-147.4,26.69,2602,638,99,
C05EF7,487,49.19273,-123.24015,2017/06/27,08:21:51.429,-128.03,13.23,2613,,,
C080A3,1393,49.18419,-122.74179,2017/06/27,08:21:53.941,105.09,29.61,3335,461,235,WJA135  
C0809D,5277,49.06294,-122.98175,2017/06/27,08:21:56.563,148.65,26.44,23,670,85,WJA544  
ADAB31,1386,49.16840,-123.35780,2017/06/27,08:21:58.147,-116.58,21.39,7002,485,216,AAL2189 
ADAB31,1568,49.15439,-123.36477,2017/06/27,08:22:10.107,-118.62,22.75,7002,496,194,AAL2189 
C080A3,1332,49.17499,-122.76609,2017/06/27,08:22:10.162,107.49,28.39,3335,446,240,WJA135  
A3F579,3624,48.79457,-122.67023,2017/06/27,08:22:22.723,138.34,63.43,1525,627,308,
C058AA,3777,49.05112,-123.17265,2017/06/27,08:22:24.636,-167.8,26.02,2602,659,99,ACA106  
A3F579,3624,48.79657,-122.67421,2017/06/27,08:22:24.799,138.48,63.09,1525,627,308,
ADAB31,1873,49.13420,-123.36189,2017/06/27,08:22:26.547,-122.58,24.07,7002,498,168,AAL2189 
ADAB31,1888,49.13301,-123.36132,2017/06/27,08:22:27.530,-122.85,24.13,7002,501,165,AAL2189 
A3F579,3624,48.80141,-122.68383,2017/06/27,08:22:29.878,138.82,62.27,1525,627,308,
C058AA,3891,49.04860,-123.15110,2017/06/27,08:22:32.445,-172.87,26.12,2602,748,100,ACA106  
ADAB31,1964,49.12583,-123.35789,2017/06/27,08:22:33.428,-124.47,24.51,7002,501,165,AAL2189 
C05EF7,921,49.19887,-123.29891,2017/06/27,08:22:35.940,-116.03,15.94,2613,368,280,
A3F579,3617,48.80745,-122.69581,2017/06/27,08:22:36.268,139.25,61.24,1525,627,308,
C05EF7,921,49.19892,-123.29949,2017/06/27,08:22:36.377,-115.94,15.97,2613,368,280,
C058AA,3960,49.04721,-123.13925,2017/06/27,08:22:36.651,-175.66,26.21,2602,751,99,ACA106  
ADAB31,2056,49.11615,-123.35247,2017/06/27,08:22:41.457,-126.72,25.02,7002,520,159,AAL2189 
ADAB31,2079,49.11429,-123.35139,2017/06/27,08:22:42.932,-127.15,25.13,7002,520,159,AAL2189 
C05EF7,1005,49.20004,-123.30881,2017/06/27,08:22:43.041,-114.52,16.46,2613,370,281,
C0809D,6115,49.06947,-122.85187,2017/06/27,08:22:45.117,129.46,30.72,23,720,85,WJA544  
A3F579,3518,48.81938,-122.71938,2017/06/27,08:22:48.830,140.14,59.23,1525,627,308,
C058AA,4158,49.04320,-123.10434,2017/06/27,08:22:48.885,176.23,26.65,2602,759,99,ACA106  
C058AA,4180,49.04269,-123.10000,2017/06/27,08:22:50.414,175.25,26.72,2602,759,99,ACA106  
ADAB31,2246,49.09976,-123.34213,2017/06/27,08:22:54.784,-130.62,25.93,7002,527,157,AAL2189 
C058AA,4287,49.04064,-123.08222,2017/06/27,08:22:56.586,171.29,27.05,2602,759,99,ACA106  
ADAB31,2269,49.09757,-123.34061,2017/06/27,08:22:56.695,-131.15,26.05,7002,535,156,AAL2189 
C0809D,6366,49.07141,-122.81277,2017/06/27,08:22:59.371,125.46,32.44,23,729,85,WJA544  
C080A3,1157,49.16441,-122.84659,2017/06/27,08:23:01.392,114.12,23.85,3335,437,282,WJA135  
C058AA,4371,49.03894,-123.06730,2017/06/27,08:23:01.774,168.08,27.38,2602,768,99,ACA106  
ADAB31,2337,49.09092,-123.33613,2017/06/27,08:23:01.993,-132.74,26.45,7002,535,156,AAL2189 
C05EF7,1218,49.20378,-123.34013,2017/06/27,08:23:05.105,-110.47,18.18,2613,372,280,
C058AA,4432,49.03762,-123.05605,2017/06/27,08:23:05.707,165.74,27.65,2602,772,99,ACA106  
C080A3,1134,49.16535,-122.85411,2017/06/27,08:23:05.980,114.55,23.34,3335,437,281,WJA135  
C058AA,4470,49.03696,-123.05020,2017/06/27,08:23:07.673,164.55,27.8,2602,772,99,ACA106  
C05EF7,1248,49.20478,-123.34430,2017/06/27,08:23:08.164,-109.88,18.39,2613,385,292,
C058AA,4500,49.03631,-123.04500,2017/06/27,08:23:09.529,163.51,27.94,2602,772,100,ACA106  
C05EF7,1264,49.20539,-123.34632,2017/06/27,08:23:09.638,-109.58,18.49,2613,385,292,
C058AA,4508,49.03613,-123.04326,2017/06/27,08:23:10.076,163.16,27.98,2602,772,100,ACA106  
C080A3,1111,49.16624,-122.86126,2017/06/27,08:23:10.512,114.98,22.86,3335,437,281,WJA135  
C05EF7,1287,49.20627,-123.34900,2017/06/27,08:23:11.606,-109.16,18.62,2613,387,298,
C05EF7,1294,49.20674,-123.35030,2017/06/27,08:23:12.642,-108.95,18.68,2613,387,298,
C05EF7,1317,49.20781,-123.35290,2017/06/27,08:23:14.718,-108.5,18.79,2613,387,298,
C058AA,4599,49.03409,-123.02617,2017/06/27,08:23:15.975,159.88,28.48,2602,775,100,ACA106  
C0809D,6663,49.07402,-122.76376,2017/06/27,08:23:16.848,121.24,34.8,23,735,85,WJA544  
C058AA,4630,49.03354,-123.02145,2017/06/27,08:23:17.667,159.01,28.62,2602,777,100,ACA106  
ADAB31,2612,49.06606,-123.31973,2017/06/27,08:23:21.818,-138.49,28.09,7002,550,156,AAL2189 
C0809D,6770,49.07514,-122.74461,2017/06/27,08:23:23.620,119.8,35.77,23,742,84,WJA544  
C0809D,6800,49.07538,-122.74067,2017/06/27,08:23:25.041,119.51,35.97,23,742,84,WJA544  
ADAB31,2657,49.06142,-123.31674,2017/06/27,08:23:25.423,-139.52,28.43,7002,550,156,AAL2189 
ADAB31,2673,49.05987,-123.31575,2017/06/27,08:23:26.570,-139.86,28.54,7002,559,157,AAL2189 
C080A3,1035,49.16922,-122.88821,2017/06/27,08:23:26.952,116.87,21.07,3335,429,280,WJA135  
C058AA,4873,49.02791,-122.97328,2017/06/27,08:23:33.998,150.86,30.29,2602,788,99,ACA106  
C058AA,4881,49.02779,-122.97207,2017/06/27,08:23:34.435,150.68,30.33,2602,788,99,ACA106  
ADAB31,2840,49.04471,-123.30618,2017/06/27,08:23:38.148,-143.1,29.7,7002,561,157,AAL2189 
ADAB31,2848,49.04420,-123.30590,2017/06/27,08:23:38.587,-143.2,29.74,7002,561,157,AAL2189 
ADAB31,2855,49.04353,-123.30549,2017/06/27,08:23:39.079,-143.34,29.79,7002,561,157,AAL2189 
C058AA,4972,49.02576,-122.95462,2017/06/27,08:23:40.333,148.09,31.01,2602,792,100,ACA106  
C058AA,4988,49.02528,-122.95046,2017/06/27,08:23:41.698,147.5,31.18,2602,792,100,ACA106  
C0809D,7105,49.07816,-122.69025,2017/06/27,08:23:42.846,116.24,38.67,23,746,85,WJA544  
A3F579,3061,48.87054,-122.81970,2017/06/27,08:23:43.227,144.86,50.8,1525,618,308,UPS6492 
C07FAF,1523,49.19669,-122.70862,2017/06/27,08:23:44.429,102.21,31.4,2247,488,228,
A3F579,3061,48.87241,-122.82342,2017/06/27,08:23:45.303,145.08,50.49,1525,600,308,UPS6492 
ADAB31,2962,49.03477,-123.29991,2017/06/27,08:23:45.741,-145.15,30.49,7002,561,157,AAL2189 
C05EF7,1644,49.23430,-123.37350,2017/06/27,08:23:45.795,-101.23,19.11,2613,403,346,
C080A3,913,49.17280,-122.91916,2017/06/27,08:23:46.450,119.51,19.06,3335,429,280,WJA135  
ADAB31,2977,49.03361,-123.29913,2017/06/27,08:23:46.723,-145.39,30.58,7002,568,157,AAL2189 
C080A3,913,49.17293,-122.92011,2017/06/27,08:23:46.942,119.6,19,3335,429,280,WJA135  
C080A3,883,49.17371,-122.92701,2017/06/27,08:23:51.475,120.29,18.56,3335,418,281,WJA135  
ADAB31,3046,49.02719,-123.29501,2017/06/27,08:23:51.530,-146.69,31.1,7002,568,157,AAL2189 
C05EF7,1759,49.24426,-123.37263,2017/06/27,08:23:55.517,-98.99,18.77,2613,411,5,
C0809D,7326,49.08041,-122.64961,2017/06/27,08:23:57.100,114.01,40.96,23,746,85,WJA544  
C080A3,845,49.17485,-122.93716,2017/06/27,08:23:58.029,121.38,17.92,3335,412,280,WJA135  
C058AA,5247,49.01939,-122.90074,2017/06/27,08:23:58.356,141.17,33.36,2602,801,100,ACA106  
C058AA,5254,49.01923,-122.89921,2017/06/27,08:23:58.793,140.99,33.43,2602,801,100,ACA106  
C058AA,5262,49.01890,-122.89654,2017/06/27,08:23:59.722,140.69,33.55,2602,801,100,ACA106  
ADAB31,3145,49.01404,-123.28667,2017/06/27,08:24:01.306,-149.24,32.21,7002,572,156,AAL2189 
C080A3,814,49.17569,-122.94453,2017/06/27,08:24:02.726,122.23,17.47,3335,409,280,WJA135  
ADAB31,3160,49.01131,-123.28489,2017/06/27,08:24:03.326,-149.76,32.45,7002,588,157,AAL2189 
ADAB31,3183,49.00722,-123.28229,2017/06/27,08:24:06.386,-150.53,32.8,7002,588,157,AAL2189 
C058AA,5368,49.01643,-122.87565,2017/06/27,08:24:06.658,138.44,34.55,2602,809,100,ACA106  
ADAB31,3190,49.00653,-123.28181,2017/06/27,08:24:06.877,-150.66,32.86,7002,588,157,AAL2189 
C058AA,5384,49.01606,-122.87232,2017/06/27,08:24:07.751,138.09,34.71,2602,809,100,ACA106  
ADAB31,3206,49.00373,-123.28005,2017/06/27,08:24:08.789,-151.18,33.11,7002,598,157,AAL2189 
C05EF7,1919,49.25880,-123.36963,2017/06/27,08:24:09.771,-95.68,18.25,2613,411,5,
ADAB31,3213,49.00233,-123.27918,2017/06/27,08:24:09.935,-151.43,33.23,7002,598,157,AAL2189 
ADAB31,3236,48.99930,-123.27717,2017/06/27,08:24:12.119,-151.99,33.5,7002,605,156,AAL2189 
A3F579,3061,48.89749,-122.87283,2017/06/27,08:24:14.359,148.2,46.47,1525,542,308,UPS6492 
ADAB31,3259,48.99535,-123.27462,2017/06/27,08:24:14.796,-152.7,33.85,7002,605,156,AAL2189 
C0809D,7607,49.08347,-122.59709,2017/06/27,08:24:15.233,111.53,44.03,23,766,84,WJA544  
ADAB31,3267,48.99479,-123.27426,2017/06/27,08:24:15.287,-152.8,33.9,7002,605,156,AAL2189 
ADAB31,3282,48.99227,-123.27260,2017/06/27,08:24:17.144,-153.26,34.13,7002,613,156,AAL2189 
ADAB31,3297,48.99097,-123.27174,2017/06/27,08:24:18.073,-153.49,34.24,7002,613,156,AAL2189 
ADAB31,3297,48.99013,-123.27123,2017/06/27,08:24:18.510,-153.63,34.32,7002,613,156,AAL2189 
ADAB31,3312,48.98886,-123.27033,2017/06/27,08:24:19.439,-153.87,34.43,7002,614,156,AAL2189 
C0809D,7683,49.08430,-122.58369,2017/06/27,08:24:19.875,110.96,44.83,23,768,84,WJA544  
C058AA,5597,49.01089,-122.82686,2017/06/27,08:24:22.661,133.83,37.01,2602,816,99,ACA106  
